,salary
225199,53643
225200,51690
225201,65677
225202,73434
225203,53008
225204,90991
225205,114077
225206,67694
225207,79960
225208,50766
225209,52952
225210,82368
225211,68334
225212,97626
225213,91634
225214,68555
225215,84829
225216,52645
225217,72155
225218,61421
225219,81381
225220,64673
225221,70028
225222,56607
225223,71767
225224,91177
225225,64633
225226,70293
225227,57408
225228,48752
225229,79229
225230,43608
225231,63643
225232,63536
225233,92599
225234,69951
225235,101463
225236,69886
225237,58763
225238,106451
225239,112740
225240,57041
225241,95820
225242,66586
225243,51987
225244,88237
225245,75934
225246,115670
225247,74041
225248,95752
225249,78729
225250,45548
225251,85887
225252,67233
225253,55854
225254,93892
225255,66245
225256,60874
225257,60668
225258,71725
225259,66078
225260,95498
225261,93889
225262,77594
225263,76726
225264,62732
225265,65753
225266,57281
225267,59524
225268,87999
225269,67029
225270,83027
225271,62808
225272,71260
225273,51184
225274,87767
225275,73371
225276,67801
225277,88163
225278,50400
225279,52537
225280,106042
225281,71936
225282,73404
225283,76084
225284,74771
225285,61528
225286,49599
225287,79598
225288,72809
225289,106636
225290,57263
225291,53653
225292,96863
225293,99567
225294,58708
225295,55790
225296,80740
225297,100264
225298,82469
225299,87110
225300,47057
225301,78814
225302,47224
225303,70631
225304,60960
225305,62148
225306,87389
225307,49949
225308,46061
225309,66774
225310,84376
225311,51327
225312,55859
225313,73016
225314,77199
225315,69664
225316,65922
225317,90188
225318,61019
225319,63198
225320,84553
225321,127615
225322,58846
225323,84565
225324,67591
225325,46268
225326,51151
225327,62803
225328,69163
225329,56062
225330,64214
225331,77005
225332,48955
225333,75627
225334,47475
225335,76225
225336,64707
225337,88995
225338,92264
225339,117417
225340,46553
225341,45324
225342,71071
225343,64078
225344,68241
225345,60198
225346,84223
225347,69914
225348,84325
225349,56080
225350,71564
225351,63024
225352,84739
225353,78063
225354,106341
225355,88992
225356,63582
225357,63846
225358,51845
225359,108535
225360,44781
225361,80104
225362,79128
225363,53278
225364,57857
225365,77553
225366,84298
225367,58741
225368,99906
225369,49390
225370,98171
225371,55173
225372,85593
225373,86444
225374,87885
225375,95352
225376,48004
225377,76640
225378,49170
225379,63498
225380,51541
225381,51076
225382,66203
225383,63678
225384,61774
225385,61630
225386,46218
225387,84029
225388,59193
225389,56279
225390,63642
225391,103968
225392,82944
225393,55201
225394,48183
225395,76515
225396,49245
225397,80364
225398,74098
225399,63561
225400,86655
225401,46230
225402,60364
225403,95080
225404,81678
225405,60124
225406,59625
225407,80623
225408,76729
225409,66435
225410,57503
225411,49065
225412,66366
225413,73391
225414,58277
225415,45087
225416,62324
225417,111846
225418,86199
225419,50679
225420,82882
225421,49549
225422,105630
225423,57725
225424,87866
225425,49498
225426,81950
225427,57276
225428,57039
225429,78511
225430,90611
225431,96845
225432,79945
225433,112397
225434,52546
225435,101320
225436,61363
225437,74983
225438,58162
225439,97347
225440,81109
225441,93303
225442,85950
225443,87012
225444,90891
225445,84022
225446,63985
225447,61567
225448,106759
225449,115730
225450,119527
225451,73144
225452,69690
225453,71643
225454,45639
225455,78575
225456,78976
225457,68386
225458,58120
225459,69959
225460,79229
225461,62204
225462,57883
225463,66377
225464,50753
225465,66253
225466,68979
225467,78132
225468,58051
225469,72297
225470,53477
225471,74754
225472,48952
225473,75977
225474,78586
225475,84277
225476,68775
225477,79417
225478,72349
225479,47370
225480,73813
225481,82788
225482,102405
225483,45590
225484,70371
225485,77055
225486,62163
225487,71201
225488,52791
225489,105222
225490,81990
225491,100482
225492,77026
225493,92409
225494,69570
225495,60293
225496,77004
225497,73701
225498,89445
225499,58383
225500,62906
225501,58772
225502,78537
225503,69361
225504,90468
225505,52897
225506,44693
225507,94454
225508,105382
225509,79622
225510,84321
225511,55718
225512,57488
225513,70876
225514,75326
225515,74865
225516,50835
225517,98846
225518,64269
225519,43721
225520,46035
225521,94228
225522,88213
225523,65268
225524,51829
225525,70032
225526,81395
225527,51556
225528,44361
225529,51156
225530,78088
225531,68824
225532,61728
225533,65949
225534,77842
225535,91253
225536,65470
225537,92306
225538,111354
225539,84606
225540,52615
225541,91827
225542,66243
225543,44362
225544,72688
225545,65347
225546,61924
225547,88499
225548,82343
225549,62556
225550,56635
225551,87328
225552,75058
225553,81319
225554,72385
225555,68190
225556,99341
225557,46501
225558,82880
225559,60151
225560,66566
225561,97387
225562,61306
225563,49463
225564,59483
225565,83869
225566,72962
225567,46939
225568,82156
225569,68051
225570,117593
225571,68024
225572,88731
225573,63314
225574,73867
225575,72992
225576,56987
225577,62515
225578,45934
225579,78492
225580,51195
225581,99615
225582,64503
225583,80692
225584,77572
225585,75760
225586,74750
225587,78937
225588,59720
225589,72452
225590,74694
225591,73328
225592,82291
225593,59411
225594,63481
225595,61498
225596,65654
225597,74066
225598,59916
225599,110863
225600,102670
225601,59141
225602,76072
225603,41902
225604,61848
225605,68386
225606,53341
225607,49330
225608,75373
225609,117551
225610,60496
225611,66627
225612,59592
225613,54691
225614,68366
225615,82046
225616,86858
225617,75209
225618,70903
225619,78039
225620,47069
225621,72230
225622,62525
225623,80930
225624,49882
225625,71056
225626,74991
225627,55839
225628,90208
225629,47229
225630,95385
225631,70824
225632,57598
225633,85481
225634,50246
225635,66940
225636,70597
225637,109468
225638,92108
225639,45891
225640,53300
225641,63408
225642,89280
225643,68577
225644,69112
225645,116164
225646,65725
225647,79228
225648,97520
225649,65912
225650,52741
225651,63083
225652,68330
225653,47580
225654,67741
225655,93048
225656,96376
225657,72847
225658,46723
225659,72618
225660,103207
225661,87377
225662,78072
225663,88585
225664,53841
225665,81956
225666,52605
225667,98965
225668,78713
225669,117047
225670,78448
225671,59689
225672,89370
225673,53600
225674,72961
225675,110071
225676,48999
225677,74342
225678,83897
225679,63824
225680,53117
225681,70291
225682,45941
225683,58570
225684,49546
225685,98641
225686,51246
225687,63130
225688,52120
225689,80232
225690,52868
225691,58773
225692,65677
225693,75704
225694,63603
225695,48509
225696,71469
225697,86774
225698,95996
225699,98874
225700,62980
225701,70584
225702,74566
225703,74614
225704,64691
225705,55281
225706,58037
225707,76123
225708,67392
225709,70412
225710,54311
225711,79138
225712,101161
225713,58807
225714,63310
225715,71064
225716,51186
225717,86454
225718,52073
225719,76536
225720,107018
225721,61198
225722,72111
225723,100483
225724,109764
225725,56485
225726,63589
225727,61144
225728,80854
225729,88104
225730,49277
225731,71965
225732,73947
225733,74687
225734,49829
225735,45479
225736,85416
225737,88107
225738,55668
225739,92063
225740,60023
225741,90062
225742,75728
225743,90746
225744,118339
225745,66989
225746,57772
225747,72867
225748,78557
225749,74618
225750,59520
225751,71209
225752,66448
225753,70879
225754,87397
225755,80261
225756,63260
225757,59588
225758,74131
225759,77392
225760,60380
225761,64324
225762,60330
225763,61405
225764,49012
225765,73757
225766,96389
225767,103614
225768,73519
225769,43652
225770,70698
225771,45421
225772,91494
225773,71377
225774,50963
225775,77906
225776,77532
225777,65715
225778,68818
225779,65252
225780,72866
225781,82256
225782,51403
225783,55306
225784,68449
225785,62014
225786,95525
225787,86095
225788,65021
225789,83277
225790,45600
225791,70295
225792,92027
225793,60816
225794,60851
225795,108848
225796,95788
225797,80578
225798,58176
225799,84361
225800,68251
225801,56060
225802,47477
225803,100612
225804,105253
225805,65171
225806,48113
225807,52052
225808,53258
225809,74619
225810,71907
225811,49693
225812,67885
225813,53253
225814,50411
225815,87499
225816,70324
225817,60165
225818,90668
225819,84673
225820,52853
225821,61353
225822,103745
225823,60059
225824,51842
225825,62566
225826,91037
225827,53056
225828,61261
225829,66676
225830,60693
225831,46448
225832,79003
225833,68947
225834,55220
225835,96019
225836,49846
225837,87708
225838,92271
225839,105987
225840,64888
225841,66518
225842,82263
225843,42842
225844,109870
225845,51876
225846,66956
225847,49054
225848,50006
225849,80347
225850,65159
225851,55099
225852,106622
225853,80981
225854,52137
225855,49943
225856,99861
225857,96418
225858,91599
225859,86000
225860,65343
225861,75096
225862,85077
225863,78305
225864,58535
225865,52690
225866,61872
225867,97625
225868,71717
225869,91628
225870,77333
225871,61949
225872,47172
225873,95351
225874,99435
225875,69970
225876,90197
225877,43972
225878,66446
225879,76057
225880,56166
225881,82998
225882,66038
225883,68169
225884,61177
225885,129009
225886,42825
225887,54977
225888,68899
225889,51904
225890,50745
225891,82163
225892,85070
225893,57014
225894,68042
225895,70921
225896,99322
225897,65650
225898,79975
225899,69716
225900,60081
225901,42156
225902,87337
225903,76359
225904,59067
225905,60179
225906,76988
225907,52478
225908,100870
225909,89040
225910,55427
225911,61654
225912,89041
225913,48012
225914,76653
225915,96946
225916,72639
225917,72018
225918,65159
225919,68012
225920,68235
225921,51454
225922,89614
225923,48508
225924,65326
225925,48002
225926,42836
225927,87258
225928,55903
225929,61433
225930,67713
225931,45954
225932,58289
225933,50651
225934,78117
225935,101594
225936,87369
225937,54836
225938,81577
225939,110051
225940,87572
225941,87460
225942,73761
225943,88956
225944,81304
225945,89073
225946,68568
225947,61336
225948,86193
225949,76287
225950,83358
225951,47246
225952,89504
225953,56032
225954,63688
225955,68724
225956,60548
225957,47821
225958,78486
225959,85868
225960,73320
225961,96187
225962,87391
225963,48883
225964,46438
225965,107004
225966,61663
225967,62611
225968,91450
225969,55601
225970,89062
225971,57601
225972,95483
225973,91944
225974,51824
225975,103909
225976,58551
225977,49699
225978,67463
225979,63171
225980,84801
225981,78568
225982,59309
225983,79356
225984,53339
225985,71336
225986,76689
225987,59591
225988,78351
225989,83271
225990,90054
225991,46183
225992,90750
225993,73535
225994,76643
225995,84294
225996,83406
225997,96320
225998,42079
225999,90746
226000,67603
226001,74515
226002,65873
226003,56524
226004,68917
226005,91656
226006,59654
226007,80166
226008,45177
226009,99699
226010,134697
226011,59705
226012,74143
226013,60894
226014,52621
226015,61646
226016,72273
226017,51688
226018,73054
226019,45777
226020,68711
226021,47962
226022,116954
226023,71079
226024,50697
226025,51605
226026,68427
226027,85799
226028,100241
226029,46335
226030,69886
226031,69256
226032,69299
226033,80089
226034,67918
226035,100665
226036,102185
226037,59391
226038,65563
226039,71850
226040,63099
226041,60833
226042,61377
226043,84053
226044,64761
226045,70126
226046,72383
226047,60518
226048,47411
226049,66676
226050,56477
226051,58974
226052,89997
226053,63935
226054,60008
226055,48059
226056,92410
226057,50016
226058,75206
226059,62544
226060,83772
226061,103363
226062,60372
226063,80510
226064,75307
226065,77916
226066,83580
226067,83200
226068,77534
226069,77954
226070,59529
226071,55890
226072,67379
226073,60007
226074,54694
226075,77399
226076,44534
226077,73065
226078,98555
226079,86592
226080,86752
226081,77004
226082,77814
226083,66228
226084,101349
226085,45837
226086,75787
226087,56355
226088,65091
226089,69251
226090,44486
226091,54475
226092,92716
226093,73528
226094,92421
226095,65017
226096,80590
226097,72549
226098,56405
226099,94378
226100,77496
226101,42182
226102,64235
226103,81033
226104,72886
226105,73916
226106,62552
226107,64334
226108,76966
226109,78122
226110,76977
226111,52916
226112,51993
226113,51759
226114,70662
226115,66605
226116,48582
226117,79905
226118,79683
226119,67150
226120,51494
226121,51269
226122,116957
226123,88797
226124,46584
226125,78933
226126,83149
226127,93041
226128,62604
226129,75872
226130,44434
226131,100233
226132,71335
226133,64830
226134,51515
226135,73002
226136,75002
226137,102195
226138,44400
226139,54017
226140,86498
226141,99817
226142,87644
226143,71903
226144,69515
226145,42767
226146,91502
226147,61874
226148,84750
226149,119355
226150,101584
226151,56032
226152,74685
226153,91842
226154,91623
226155,66003
226156,78981
226157,62327
226158,78058
226159,93837
226160,61502
226161,95010
226162,67304
226163,86286
226164,74889
226165,66692
226166,67044
226167,65649
226168,65588
226169,87434
226170,89416
226171,59357
226172,57866
226173,59662
226174,90448
226175,89804
226176,67622
226177,56071
226178,55469
226179,93205
226180,102580
226181,97922
226182,60993
226183,88224
226184,47063
226185,99026
226186,57696
226187,53399
226188,66940
226189,105610
226190,49998
226191,98808
226192,86383
226193,70477
226194,72029
226195,54382
226196,72008
226197,52271
226198,46230
226199,97550
226200,104627
226201,75101
226202,58293
226203,87167
226204,82836
226205,64134
226206,77600
226207,68654
226208,78532
226209,89291
226210,68933
226211,67971
226212,87921
226213,100056
226214,125180
226215,69330
226216,93688
226217,79410
226218,91638
226219,64058
226220,93726
226221,70279
226222,58214
226223,93991
226224,55760
226225,55433
226226,65014
226227,87378
226228,67226
226229,70367
226230,50641
226231,70684
226232,81005
226233,78156
226234,59068
226235,68590
226236,49629
226237,81008
226238,107505
226239,94025
226240,46962
226241,73410
226242,75924
226243,60236
226244,52332
226245,57626
226246,72927
226247,63603
226248,47764
226249,67812
226250,77770
226251,68298
226252,101279
226253,82053
226254,74252
226255,85012
226256,73602
226257,63323
226258,70249
226259,78882
226260,76194
226261,112643
226262,73612
226263,67316
226264,58871
226265,43122
226266,43271
226267,78164
226268,63628
226269,120550
226270,75816
226271,95431
226272,47555
226273,93418
226274,60655
226275,79019
226276,46779
226277,75556
226278,61579
226279,102555
226280,68569
226281,60094
226282,65798
226283,87117
226284,62704
226285,48631
226286,53601
226287,70582
226288,49098
226289,68620
226290,75179
226291,58141
226292,88051
226293,79009
226294,85045
226295,75514
226296,75826
226297,41594
226298,68136
226299,78116
226300,59191
226301,72920
226302,54604
226303,45823
226304,72624
226305,64591
226306,65432
226307,109770
226308,112877
226309,86047
226310,97247
226311,63203
226312,61074
226313,80746
226314,73357
226315,58702
226316,48020
226317,66980
226318,92528
226319,84224
226320,65583
226321,87233
226322,91199
226323,103952
226324,65296
226325,118215
226326,58004
226327,66577
226328,60543
226329,82616
226330,95709
226331,72554
226332,70666
226333,72302
226334,83305
226335,67331
226336,95375
226337,91181
226338,61989
226339,100987
226340,73019
226341,69315
226342,45713
226343,54897
226344,84216
226345,111891
226346,45704
226347,117228
226348,87194
226349,46117
226350,50267
226351,67039
226352,60668
226353,49302
226354,65613
226355,81832
226356,48777
226357,48025
226358,55200
226359,52361
226360,69770
226361,79440
226362,76998
226363,74587
226364,105214
226365,105450
226366,74461
226367,71876
226368,93225
226369,67401
226370,67443
226371,76551
226372,47200
226373,51528
226374,66455
226375,74493
226376,64698
226377,60804
226378,46441
226379,45947
226380,82893
226381,80128
226382,59282
226383,58519
226384,81856
226385,79858
226386,89924
226387,65563
226388,71668
226389,73198
226390,91429
226391,92661
226392,69875
226393,63997
226394,57255
226395,61350
226396,67444
226397,92201
226398,118185
226399,96714
226400,105612
226401,69724
226402,59180
226403,81452
226404,49909
226405,56909
226406,62978
226407,56260
226408,60246
226409,65631
226410,67258
226411,75491
226412,86214
226413,63314
226414,71338
226415,120906
226416,85157
226417,54213
226418,61646
226419,49530
226420,76002
226421,63445
226422,71652
226423,91330
226424,81927
226425,99573
226426,84772
226427,59569
226428,52896
226429,86853
226430,98555
226431,75857
226432,62063
226433,66811
226434,75044
226435,60817
226436,60548
226437,60043
226438,89972
226439,59594
226440,64594
226441,80769
226442,60530
226443,54364
226444,76679
226445,65093
226446,61654
226447,66735
226448,44132
226449,79972
226450,50717
226451,84870
226452,74602
226453,64187
226454,49365
226455,64912
226456,99045
226457,61073
226458,52137
226459,71420
226460,103707
226461,65360
226462,58077
226463,73682
226464,76475
226465,65625
226466,80797
226467,80004
226468,79352
226469,92478
226470,55071
226471,100364
226472,75651
226473,79298
226474,86534
226475,66809
226476,117458
226477,92995
226478,48587
226479,46521
226480,109156
226481,46641
226482,72192
226483,86259
226484,88913
226485,64912
226486,62562
226487,66111
226488,53059
226489,85690
226490,64225
226491,65837
226492,67963
226493,60015
226494,60666
226495,77180
226496,50896
226497,65313
226498,92586
226499,100774
226500,73337
226501,76689
226502,83533
226503,52846
226504,75184
226505,76388
226506,45295
226507,78715
226508,60854
226509,75668
226510,58439
226511,52469
226512,130701
226513,84573
226514,62635
226515,49493
226516,62216
226517,69926
226518,81291
226519,100200
226520,58412
226521,88494
226522,58541
226523,62250
226524,52079
226525,58026
226526,70690
226527,83766
226528,88193
226529,54534
226530,68560
226531,48480
226532,67887
226533,87798
226534,96564
226535,56192
226536,74542
226537,51790
226538,66062
226539,59853
226540,67423
226541,61838
226542,77075
226543,69634
226544,68693
226545,67737
226546,58406
226547,70989
226548,90880
226549,116906
226550,84946
226551,50200
226552,47182
226553,54223
226554,103800
226555,55660
226556,59742
226557,79295
226558,77885
226559,73763
226560,90163
226561,60759
226562,46093
226563,65272
226564,78960
226565,71633
226566,55189
226567,46004
226568,60231
226569,77929
226570,69325
226571,63840
226572,63095
226573,51706
226574,59942
226575,91330
226576,67649
226577,73440
226578,60351
226579,77790
226580,74961
226581,68324
226582,49198
226583,77292
226584,75059
226585,41544
226586,86439
226587,46376
226588,96590
226589,72095
226590,59763
226591,45299
226592,85196
226593,75388
226594,67113
226595,61496
226596,94662
226597,49981
226598,68335
226599,85819
226600,77544
226601,74508
226602,51823
226603,51798
226604,123508
226605,53187
226606,65745
226607,111982
226608,104916
226609,69321
226610,62182
226611,71785
226612,70220
226613,64951
226614,84115
226615,62573
226616,58248
226617,71426
226618,75632
226619,105327
226620,49761
226621,79462
226622,62873
226623,52545
226624,76483
226625,84612
226626,62165
226627,54248
226628,85682
226629,75736
226630,61304
226631,88940
226632,89376
226633,72805
226634,60440
226635,49388
226636,65151
226637,87809
226638,73775
226639,57557
226640,55063
226641,65696
226642,79316
226643,40093
226644,49981
226645,77976
226646,65946
226647,78992
226648,90080
226649,69669
226650,81448
226651,76193
226652,92997
226653,67048
226654,114159
226655,78539
226656,68637
226657,60677
226658,84084
226659,55666
226660,103369
226661,43779
226662,62217
226663,97742
226664,53410
226665,74763
226666,107186
226667,58754
226668,66498
226669,54726
226670,74505
226671,64363
226672,59580
226673,84755
226674,84301
226675,71083
226676,100331
226677,55545
226678,73284
226679,66098
226680,61114
226681,65525
226682,55754
226683,66914
226684,68617
226685,70133
226686,57020
226687,68320
226688,81747
226689,66866
226690,49832
226691,103823
226692,78103
226693,63564
226694,57037
226695,126043
226696,69211
226697,60983
226698,95246
226699,46413
226700,55529
226701,62677
226702,99545
226703,97976
226704,68611
226705,69546
226706,90395
226707,68249
226708,41810
226709,50769
226710,73488
226711,77802
226712,46093
226713,118223
226714,60836
226715,51893
226716,73075
226717,64182
226718,68156
226719,73693
226720,96479
226721,59976
226722,64081
226723,58961
226724,46466
226725,91705
226726,79880
226727,81245
226728,78297
226729,78206
226730,61645
226731,114725
226732,80567
226733,88396
226734,122750
226735,81242
226736,95755
226737,59016
226738,52882
226739,97925
226740,71642
226741,52621
226742,121690
226743,61201
226744,67065
226745,84980
226746,98398
226747,72661
226748,62194
226749,79362
226750,87741
226751,47754
226752,60937
226753,99476
226754,54241
226755,70161
226756,78448
226757,46535
226758,75976
226759,66713
226760,64770
226761,67309
226762,117396
226763,72816
226764,59801
226765,68485
226766,82407
226767,64375
226768,55808
226769,46198
226770,56004
226771,63313
226772,49931
226773,45763
226774,53496
226775,118434
226776,56024
226777,94529
226778,65307
226779,63024
226780,73020
226781,82653
226782,74451
226783,77864
226784,100465
226785,59523
226786,98884
226787,55522
226788,91018
226789,55496
226790,81682
226791,48788
226792,86543
226793,73725
226794,71931
226795,77631
226796,97782
226797,61652
226798,58242
226799,49232
226800,48853
226801,71420
226802,68270
226803,75881
226804,82293
226805,69761
226806,63563
226807,87584
226808,52651
226809,67327
226810,72499
226811,79418
226812,89342
226813,94196
226814,83269
226815,52608
226816,101408
226817,89303
226818,50492
226819,77675
226820,65114
226821,81924
226822,59381
226823,69936
226824,93547
226825,73210
226826,63486
226827,45991
226828,55050
226829,53945
226830,77642
226831,68762
226832,72208
226833,63872
226834,43188
226835,90844
226836,60551
226837,65302
226838,62997
226839,94327
226840,79219
226841,87412
226842,83187
226843,63301
226844,84185
226845,80562
226846,53429
226847,71491
226848,71998
226849,56122
226850,52968
226851,57248
226852,65552
226853,66175
226854,77810
226855,73154
226856,77547
226857,67571
226858,88719
226859,92663
226860,75251
226861,57823
226862,86196
226863,45937
226864,82762
226865,129688
226866,113997
226867,64718
226868,47895
226869,65814
226870,60558
226871,45962
226872,45361
226873,47700
226874,62183
226875,50509
226876,66231
226877,83586
226878,54944
226879,51564
226880,74051
226881,60221
226882,87705
226883,50420
226884,46116
226885,53426
226886,43987
226887,80499
226888,80288
226889,64224
226890,100207
226891,102148
226892,81635
226893,40033
226894,65951
226895,68090
226896,55486
226897,51124
226898,50399
226899,49483
226900,70049
226901,92287
226902,60405
226903,76781
226904,61226
226905,80774
226906,75825
226907,44868
226908,62019
226909,68375
226910,47459
226911,83581
226912,54761
226913,59566
226914,73599
226915,68909
226916,84184
226917,81404
226918,89900
226919,87467
226920,78659
226921,85025
226922,55879
226923,71977
226924,103523
226925,111522
226926,76036
226927,74391
226928,72382
226929,47811
226930,111852
226931,62145
226932,75697
226933,108335
226934,90286
226935,65030
226936,49773
226937,58692
226938,72777
226939,67077
226940,76315
226941,43986
226942,50600
226943,91889
226944,77810
226945,65408
226946,90378
226947,61758
226948,77504
226949,93224
226950,100749
226951,87048
226952,51117
226953,53477
226954,86346
226955,58886
226956,59195
226957,76011
226958,95078
226959,65403
226960,122053
226961,102242
226962,73125
226963,81676
226964,67953
226965,51272
226966,64802
226967,73042
226968,61999
226969,67980
226970,87779
226971,81089
226972,84654
226973,51006
226974,71463
226975,72759
226976,69675
226977,64188
226978,84991
226979,51900
226980,77495
226981,67402
226982,81648
226983,66880
226984,65867
226985,53718
226986,73371
226987,78214
226988,44753
226989,71027
226990,51189
226991,40441
226992,57884
226993,72441
226994,70700
226995,89404
226996,63160
226997,53927
226998,58746
226999,85346
227000,77361
227001,50584
227002,96873
227003,55200
227004,65589
227005,78466
227006,68532
227007,80555
227008,78301
227009,80180
227010,85242
227011,77354
227012,66204
227013,70812
227014,61438
227015,65545
227016,80627
227017,56619
227018,61882
227019,75988
227020,70475
227021,75986
227022,45855
227023,61927
227024,69238
227025,69479
227026,79589
227027,59299
227028,86423
227029,86304
227030,59414
227031,76983
227032,47056
227033,58577
227034,108200
227035,79512
227036,55122
227037,105039
227038,58585
227039,62279
227040,101403
227041,70652
227042,74590
227043,57265
227044,59564
227045,48770
227046,57565
227047,73225
227048,76003
227049,64631
227050,56990
227051,78191
227052,78961
227053,73357
227054,101453
227055,102334
227056,105464
227057,49986
227058,85354
227059,78514
227060,90260
227061,93967
227062,70903
227063,62593
227064,134871
227065,65136
227066,77963
227067,84831
227068,61891
227069,98076
227070,44500
227071,50944
227072,58048
227073,97005
227074,79612
227075,65452
227076,47465
227077,87241
227078,75984
227079,78988
227080,49822
227081,72142
227082,62433
227083,85490
227084,49628
227085,65678
227086,60875
227087,79722
227088,83659
227089,69356
227090,46661
227091,71957
227092,66069
227093,49466
227094,66077
227095,80003
227096,73147
227097,78073
227098,52259
227099,88775
227100,52789
227101,95467
227102,48309
227103,75863
227104,126243
227105,45924
227106,50262
227107,100012
227108,72497
227109,57026
227110,92155
227111,68465
227112,75200
227113,70918
227114,71130
227115,48807
227116,66506
227117,46785
227118,70589
227119,75730
227120,90318
227121,79160
227122,75463
227123,77426
227124,88969
227125,87105
227126,78870
227127,87795
227128,63767
227129,50635
227130,70289
227131,73815
227132,68040
227133,74464
227134,65259
227135,57213
227136,86882
227137,44675
227138,114776
227139,72886
227140,91470
227141,81064
227142,48638
227143,94663
227144,56913
227145,107115
227146,63902
227147,67890
227148,60185
227149,67998
227150,102082
227151,70181
227152,76189
227153,65533
227154,65629
227155,74100
227156,64736
227157,53390
227158,54541
227159,84769
227160,69460
227161,66095
227162,82452
227163,65933
227164,76737
227165,80358
227166,72204
227167,64867
227168,67311
227169,57111
227170,70086
227171,72784
227172,73498
227173,108367
227174,42654
227175,60039
227176,78929
227177,48583
227178,53276
227179,63268
227180,67268
227181,82555
227182,92098
227183,82590
227184,77865
227185,88312
227186,61202
227187,59126
227188,90577
227189,48588
227190,48637
227191,91391
227192,68604
227193,71660
227194,97759
227195,99768
227196,59411
227197,56056
227198,60643
227199,84424
227200,85581
227201,68182
227202,49370
227203,90122
227204,74384
227205,53272
227206,53824
227207,68546
227208,55550
227209,72508
227210,78418
227211,58959
227212,110315
227213,104801
227214,62153
227215,72742
227216,112317
227217,66448
227218,91296
227219,67289
227220,82299
227221,87394
227222,73030
227223,51215
227224,81798
227225,56901
227226,50755
227227,93993
227228,70667
227229,85705
227230,77500
227231,70418
227232,43917
227233,47840
227234,89417
227235,111241
227236,48836
227237,58989
227238,74352
227239,79637
227240,82413
227241,66429
227242,68739
227243,58373
227244,89788
227245,73244
227246,70208
227247,89147
227248,107360
227249,47418
227250,61109
227251,88816
227252,70611
227253,86566
227254,62704
227255,90840
227256,85518
227257,47244
227258,105658
227259,94128
227260,54141
227261,67404
227262,60320
227263,84660
227264,58162
227265,61034
227266,109007
227267,51812
227268,74196
227269,70792
227270,51380
227271,67976
227272,97660
227273,63024
227274,73917
227275,71699
227276,66088
227277,85759
227278,52793
227279,84415
227280,71763
227281,79794
227282,70867
227283,56809
227284,66447
227285,45404
227286,82408
227287,80038
227288,82695
227289,92840
227290,99692
227291,60558
227292,71359
227293,99789
227294,48686
227295,56170
227296,69342
227297,89218
227298,61446
227299,55658
227300,67522
227301,59116
227302,87156
227303,57786
227304,61791
227305,104136
227306,53809
227307,57495
227308,58567
227309,43930
227310,55171
227311,70836
227312,58077
227313,79271
227314,74207
227315,82016
227316,62880
227317,70849
227318,102085
227319,64716
227320,53450
227321,56629
227322,65139
227323,80690
227324,93816
227325,63887
227326,68031
227327,56247
227328,81157
227329,71739
227330,75398
227331,68552
227332,51350
227333,77472
227334,97723
227335,104121
227336,62978
227337,41449
227338,72072
227339,88694
227340,44167
227341,50445
227342,44341
227343,48577
227344,52991
227345,67067
227346,94119
227347,67102
227348,48510
227349,79402
227350,53812
227351,58492
227352,81104
227353,55998
227354,68164
227355,86140
227356,128109
227357,73785
227358,46634
227359,68056
227360,111302
227361,55213
227362,125512
227363,57697
227364,85225
227365,65599
227366,53121
227367,70644
227368,67499
227369,53551
227370,58584
227371,66841
227372,42392
227373,98589
227374,77804
227375,78822
227376,61368
227377,104506
227378,78375
227379,97702
227380,62591
227381,93003
227382,94730
227383,65729
227384,78739
227385,65126
227386,99131
227387,66653
227388,72243
227389,66900
227390,54762
227391,71440
227392,49982
227393,63381
227394,86728
227395,47470
227396,52734
227397,66593
227398,68532
227399,66707
227400,59915
227401,82480
227402,95100
227403,60560
227404,49206
227405,75474
227406,97568
227407,44480
227408,95889
227409,76254
227410,63616
227411,121636
227412,50943
227413,83168
227414,95689
227415,85063
227416,60226
227417,58838
227418,58901
227419,53129
227420,82076
227421,84031
227422,64800
227423,47626
227424,74129
227425,63378
227426,59791
227427,64783
227428,113377
227429,129203
227430,104686
227431,42568
227432,66049
227433,48842
227434,91829
227435,76424
227436,52078
227437,48281
227438,89472
227439,75560
227440,58847
227441,65246
227442,109133
227443,59144
227444,71598
227445,109584
227446,68735
227447,78196
227448,78780
227449,68173
227450,49938
227451,49729
227452,60781
227453,65836
227454,55260
227455,87420
227456,66354
227457,88461
227458,107148
227459,54981
227460,67281
227461,83279
227462,83955
227463,73607
227464,95179
227465,53003
227466,48184
227467,90605
227468,74246
227469,51954
227470,103586
227471,56744
227472,63512
227473,51044
227474,71601
227475,67376
227476,55092
227477,100782
227478,77706
227479,81203
227480,77308
227481,57934
227482,70010
227483,51631
227484,78926
227485,49120
227486,45292
227487,78737
227488,68209
227489,102907
227490,65905
227491,57130
227492,71754
227493,76061
227494,72258
227495,62969
227496,76061
227497,68257
227498,74993
227499,80218
227500,76438
227501,56834
227502,115826
227503,71833
227504,67930
227505,84257
227506,58880
227507,63403
227508,94958
227509,93762
227510,75152
227511,59184
227512,62956
227513,55689
227514,69753
227515,52661
227516,75138
227517,52754
227518,85939
227519,51856
227520,72976
227521,70444
227522,79821
227523,43659
227524,85199
227525,73996
227526,68495
227527,49898
227528,63211
227529,84057
227530,72747
